trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.02, 'e': 1.0}",30,0,-109.60641889414822,"{0: 17, 1: 7, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.02, 'e': 0.9801986733067553}",20,0,-51.79227157795213,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
3,False,"{'a': 0.02, 'e': 0.9607894391523232}",25,0,-86.6070888623835,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
4,False,"{'a': 0.02, 'e': 0.9417645335842487}",25,0,-110.10475105954328,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.02, 'e': 0.9231163463866358}",20,0,-123.63845411819871,"{0: 7, 1: 5, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.02, 'e': 0.9048374180359595}",20,0,-118.04806987579528,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
7,False,"{'a': 0.02, 'e': 0.8869204367171575}",20,0,-56.59251260917292,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.02, 'e': 0.8693582353988059}",25,0,-132.53149587057717,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
9,False,"{'a': 0.02, 'e': 0.8521437889662113}",20,0,-134.20562525775637,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
10,False,"{'a': 0.02, 'e': 0.835270211411272}",20,0,-47.85965745117967,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
11,False,"{'a': 0.02, 'e': 0.8187307530779818}",20,0,-58.89143052517154,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
12,False,"{'a': 0.02, 'e': 0.8025187979624785}",20,0,-18.386680650198507,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0.02, 'e': 0.7866278610665535}",25,0,-106.07388561372022,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
14,False,"{'a': 0.02, 'e': 0.7710515858035663}",20,0,-129.855921637255,"{0: 6, 1: 3, 2: 10, 3: 1, 4: 0}",0
15,False,"{'a': 0.02, 'e': 0.7557837414557255}",20,0,-36.784705374823524,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
16,False,"{'a': 0.02, 'e': 0.7408182206817179}",25,0,-158.5672047536752,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
17,False,"{'a': 0.02, 'e': 0.7261490370736909}",30,0,-69.39640311922246,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.02, 'e': 0.7117703227626097}",25,5,-68.09908608579711,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
19,False,"{'a': 0.02, 'e': 0.697676326071031}",30,0,14.329544181308604,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.02, 'e': 0.6838614092123558}",25,5,-104.22037656391151,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
21,False,"{'a': 0.02, 'e': 0.6703200460356393}",25,17,-37.28527603117238,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
22,False,"{'a': 0.02, 'e': 0.6570468198150567}",30,16,-31.855553482592732,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
23,False,"{'a': 0.02, 'e': 0.6440364210831414}",25,0,-53.463895763340474,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
24,False,"{'a': 0.02, 'e': 0.631283645506926}",20,2,-12.348039211350265,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
25,False,"{'a': 0.02, 'e': 0.6187833918061408}",20,0,3.8646733402829465,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.02, 'e': 0.6065306597126334}",25,0,-59.150643317540414,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
27,False,"{'a': 0.02, 'e': 0.5945205479701944}",25,11,0.5564548266843781,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.02, 'e': 0.5827482523739896}",30,0,-150.88239055111612,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
29,False,"{'a': 0.02, 'e': 0.5712090638488149}",25,0,-53.4322604262335,"{0: 19, 1: 2, 2: 1, 3: 3, 4: 0}",0
30,False,"{'a': 0.02, 'e': 0.559898366565402}",20,12,-3.8373887562774414,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.02, 'e': 0.5488116360940265}",30,0,-62.723992737412225,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
32,False,"{'a': 0.02, 'e': 0.5379444375946745}",20,12,-48.098326731102745,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
33,False,"{'a': 0.02, 'e': 0.5272924240430485}",20,0,-74.80097560660946,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
34,False,"{'a': 0.02, 'e': 0.5168513344916992}",20,0,-19.556273595940553,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
35,False,"{'a': 0.02, 'e': 0.5066169923655895}",20,6,-72.23952675637342,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
36,False,"{'a': 0.02, 'e': 0.49658530379140947}",20,4,-6.186550041896853,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
37,False,"{'a': 0.02, 'e': 0.4867522559599717}",20,3,-30.939291062931144,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.02, 'e': 0.4771139155210344}",30,9,-7.673925892836203,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
39,False,"{'a': 0.02, 'e': 0.46766642700990924}",20,11,16.5537235310387,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.02, 'e': 0.4584060113052235}",20,2,-4.280975702165464,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.02, 'e': 0.44932896411722156}",20,0,-79.06197918856874,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 0.02, 'e': 0.44043165450599925}",20,1,-43.24741524055567,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
43,False,"{'a': 0.02, 'e': 0.43171052342907973}",20,1,17.954698905667076,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.02, 'e': 0.4231620823177488}",20,4,6.261197492570059,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.02, 'e': 0.4147829116815814}",25,0,12.388322611773793,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
46,False,"{'a': 0.02, 'e': 0.4065696597405991}",20,12,-51.26510650550224,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
47,False,"{'a': 0.02, 'e': 0.39851904108451414}",25,0,6.816923374323513,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.02, 'e': 0.3906278353585211}",25,17,4.431863031234931,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.02, 'e': 0.38289288597511206}",25,14,-15.023502445346868,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
50,False,"{'a': 0.02, 'e': 0.37531109885139957}",20,3,-18.21515743975498,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
51,False,"{'a': 0.02, 'e': 0.36787944117144233}",20,2,-3.760008223104417,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.02, 'e': 0.3605949401730783}",25,6,18.551508148382474,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.02, 'e': 0.35345468195878016}",25,13,-58.93914068556147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
54,False,"{'a': 0.02, 'e': 0.3464558103300574}",30,4,-85.23791690720722,"{0: 20, 1: 1, 2: 1, 3: 3, 4: 1}",1
55,False,"{'a': 0.02, 'e': 0.3395955256449391}",20,2,-95.68023761327775,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
56,False,"{'a': 0.02, 'e': 0.33287108369807955}",25,12,-8.997144628905941,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.02, 'e': 0.32627979462303947}",25,1,-21.811713849862613,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
58,False,"{'a': 0.02, 'e': 0.31981902181630384}",30,0,-5.1327120785679305,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
59,False,"{'a': 0.02, 'e': 0.3134861808826053}",20,3,-56.69337048981265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
60,False,"{'a': 0.02, 'e': 0.30727873860113125}",20,14,-0.05160682481969037,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.02, 'e': 0.30119421191220214}",25,0,-22.04404622312247,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
62,False,"{'a': 0.02, 'e': 0.2952301669240142}",20,10,-2.9938599851843124,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.02, 'e': 0.2893842179390506}",25,0,-42.35264219890222,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.02, 'e': 0.2836540264997704}",25,9,-5.581363636778052,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
65,False,"{'a': 0.02, 'e': 0.27803730045319414}",20,0,19.645055805298124,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.02, 'e': 0.2725317930340126}",25,1,-40.356870900584546,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
67,False,"{'a': 0.02, 'e': 0.26713530196585034}",30,12,-9.333893009437224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
68,False,"{'a': 0.02, 'e': 0.261845668580326}",30,4,2.8411253099206055,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.02, 'e': 0.2566607769535559}",20,0,-36.88189976342015,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.02, 'e': 0.25157855305975646}",20,6,22.55617780817747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.02, 'e': 0.24659696394160643}",25,14,21.00177682673117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.02, 'e': 0.24171401689703645}",20,0,27.782827092093363,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.02, 'e': 0.23692775868212176}",20,2,12.750561067926736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.02, 'e': 0.23223627472975883}",20,0,-51.14364023954093,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
75,False,"{'a': 0.02, 'e': 0.22763768838381274}",25,1,37.09937341297325,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.02, 'e': 0.22313016014842982}",25,5,-12.917578808522379,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.02, 'e': 0.21871188695221475}",30,0,5.903127487577317,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.02, 'e': 0.21438110142697794}",20,6,-2.3752967602270614,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.02, 'e': 0.21013607120076472}",30,12,19.14260305341608,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.02, 'e': 0.20597509820488344}",25,15,4.124715206946993,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.02, 'e': 0.20189651799465538}",25,0,-5.63631768337276,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
82,False,"{'a': 0.02, 'e': 0.19789869908361465}",25,14,-27.80714246864949,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
83,False,"{'a': 0.02, 'e': 0.19398004229089189}",20,2,-5.223433593269946,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
84,False,"{'a': 0.02, 'e': 0.1901389801015205}",30,5,18.992945957517183,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.02, 'e': 0.18637397603940997}",20,6,17.438950399007,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.02, 'e': 0.18268352405273466}",25,0,12.373552734519565,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
87,False,"{'a': 0.02, 'e': 0.17906614791149322}",20,13,12.649083226681007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.02, 'e': 0.17552040061699686}",20,10,16.891837674303193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.02, 'e': 0.17204486382305054}",25,11,22.379911002078664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.02, 'e': 0.1686381472685955}",25,10,19.481741909451532,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.02, 'e': 0.16529888822158653}",20,15,-3.305802697090238,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.02, 'e': 0.16202575093388075}",30,2,22.761254643699402,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.02, 'e': 0.15881742610692068}",20,11,13.46915028364569,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.02, 'e': 0.1556726303679973}",20,6,20.413288522515533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.02, 'e': 0.15259010575688386}",20,2,32.722143983676254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.02, 'e': 0.14956861922263504}",20,0,17.85994614243587,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
97,False,"{'a': 0.02, 'e': 0.14660696213035015}",20,7,18.49258188753752,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.02, 'e': 0.14370394977770293}",20,3,17.235519119358074,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.02, 'e': 0.140858420921045}",25,0,-26.23665484404057,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.02, 'e': 0.13806923731089282}",20,1,28.06184571242134,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.02, 'e': 0.1353352832366127}",20,16,9.647678465973426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.02, 'e': 0.13265546508012172}",25,2,8.48334184985034,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.02, 'e': 0.1300287108784259}",20,6,11.40929902652558,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.02, 'e': 0.12745396989482075}",20,0,28.26532480880859,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.02, 'e': 0.12493021219858241}",20,0,27.91837541635005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
106,False,"{'a': 0.02, 'e': 0.1224564282529819}",25,6,2.646912017740692,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.02, 'e': 0.12003162851145673}",25,6,13.752543668664035,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.02, 'e': 0.11765484302177918}",30,11,29.76156532773224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.02, 'e': 0.11532512103806251}",25,18,4.725983320074613,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.02, 'e': 0.11304153064044985}",20,2,33.7798481686164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.02, 'e': 0.11080315836233387}",20,14,-0.7228104745159976,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.02, 'e': 0.10860910882495796}",25,0,33.10224080269688,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.02, 'e': 0.1064585043792528}",20,12,13.228492661816146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.02, 'e': 0.104350484754765}",20,10,2.592632521603319,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.02, 'e': 0.10228420671553744}",20,10,16.598057326383874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.02, 'e': 0.1002588437228037}",25,4,25.462850479728477,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.02, 'e': 0.09827358560436154}",25,0,8.763556685626085,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
118,False,"{'a': 0.02, 'e': 0.09632763823049303}",30,10,31.914076603655314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.02, 'e': 0.09442022319630235}",25,3,-16.104082503085497,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.02, 'e': 0.09255057751034329}",25,18,13.579742259722277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.02, 'e': 0.09071795328941251}",30,17,22.019992160222696,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.02, 'e': 0.08892161745938634}",20,0,27.356299842915785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.02, 'e': 0.0871608514619813}",25,14,16.29462621362801,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.02, 'e': 0.08543495096732123}",30,20,10.264537896495355,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
